"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","AWND","PGTM","PRCP","SNOW","SNWD","TAVG","TMAX","TMIN","WDF2","WDF5","WSF2","WSF5","WT01","WT02","WT03","WT04","WT05","WT06","WT08","WT09"
"USW00014742","BURLINGTON INTERNATIONAL AIRPORT, VT US","44.46825","-73.1499","101.1","2023-01-06","1.6",,"0.8","0.0","0.0",,"7.2","0.6","  190","  210","5.4","6.3","    1",,,,,,,
"USW00014742","BURLINGTON INTERNATIONAL AIRPORT, VT US","44.46825","-73.1499","101.1","2023-01-07","5.1",,"0.5","0.0","0.0",,"3.3","-6.0","  340","  360","9.8","13.0","    1",,,,,,,
"USW00014742","BURLINGTON INTERNATIONAL AIRPORT, VT US","44.46825","-73.1499","101.1","2023-01-08","2.1",,"0.3","3.0","0.0",,"-1.0","-7.1","  200","  190","5.8","8.1",,,,,,,,
"USW00014742","BURLINGTON INTERNATIONAL AIRPORT, VT US","44.46825","-73.1499","101.1","2023-01-09","2.1",,"0.0","0.0","0.0",,"2.2","-7.1","  300","  310","5.8","8.5",,,,,,,,
"USW00014742","BURLINGTON INTERNATIONAL AIRPORT, VT US","44.46825","-73.1499","101.1","2023-01-10","4.1",,"0.3","3.0","0.0",,"2.2","-9.3","  340","  340","10.7","13.9","    1",,,,,,"    1",
"USW00014742","BURLINGTON INTERNATIONAL AIRPORT, VT US","44.46825","-73.1499","101.1","2023-01-11","1.1",,"0.0","0.0","0.0",,"-2.1","-11.6","  170","  180","4.5","5.8",,,,,,,,
"USW00014742","BURLINGTON INTERNATIONAL AIRPORT, VT US","44.46825","-73.1499","101.1","2023-01-12","2.5",,"6.4","15.0","0.0",,"2.8","-2.1","  190","  200","6.3","8.5","    1",,,,,,,
"USW00014742","BURLINGTON INTERNATIONAL AIRPORT, VT US","44.46825","-73.1499","101.1","2023-01-13","4.6",,"14.7","58.0","0.0",,"2.8","-4.3","  340","  360","8.9","11.6","    1",,,"    1",,"    1",,
"USW00014742","BURLINGTON INTERNATIONAL AIRPORT, VT US","44.46825","-73.1499","101.1","2023-01-14","5.8",,"0.0","3.0","50.0",,"-4.3","-6.0","  360","   20","8.9","12.5","    1",,,,,,,
"USW00014742","BURLINGTON INTERNATIONAL AIRPORT, VT US","44.46825","-73.1499","101.1","2023-01-15","5.3",,"0.0","3.0","50.0",,"-4.9","-9.3","   10","   20","8.1","10.7","    1",,,,,,,
"USW00014742","BURLINGTON INTERNATIONAL AIRPORT, VT US","44.46825","-73.1499","101.1","2023-01-16","4.2",,"0.0","0.0","50.0",,"-4.3","-9.9","  350","  360","7.6","9.4",,,,,,,,
"USW00014742","BURLINGTON INTERNATIONAL AIRPORT, VT US","44.46825","-73.1499","101.1","2023-01-17","2.1",,"0.3","0.0","50.0",,"2.2","-6.6","  210","  200","4.5","6.3",,,,"    1",,"    1",,
"USW00014742","BURLINGTON INTERNATIONAL AIRPORT, VT US","44.46825","-73.1499","101.1","2023-01-18","1.2",,"0.0","0.0","50.0",,"3.3","-1.6","  230","  220","4.0","5.4",,,,,,,,
"USW00014742","BURLINGTON INTERNATIONAL AIRPORT, VT US","44.46825","-73.1499","101.1","2023-01-19","1.0",,"7.6","94.0","130.0",,"1.7","-2.1","  120","  120","3.6","4.9","    1",,,,,,,
"USW00014742","BURLINGTON INTERNATIONAL AIRPORT, VT US","44.46825","-73.1499","101.1","2023-01-20","2.7",,"6.1","53.0","130.0",,"2.2","-2.7","  340","  330","8.1","9.8","    1",,,"    1",,,,
"USW00014742","BURLINGTON INTERNATIONAL AIRPORT, VT US","44.46825","-73.1499","101.1","2023-01-21","1.7",,"0.0","0.0","150.0",,"-1.0","-4.9","  340","  360","7.2","8.9","    1",,,,,,,
"USW00014742","BURLINGTON INTERNATIONAL AIRPORT, VT US","44.46825","-73.1499","101.1","2023-01-22","3.2",,"2.5","30.0","180.0",,"-0.5","-2.1","  180","  180","8.1","11.2","    1",,,,,,,
"USW00014742","BURLINGTON INTERNATIONAL AIRPORT, VT US","44.46825","-73.1499","101.1","2023-01-23","4.0",,"2.8","41.0","200.0",,"-0.5","-1.6","  350","  350","9.4","12.1","    1",,,,,,"    1",
"USW00014742","BURLINGTON INTERNATIONAL AIRPORT, VT US","44.46825","-73.1499","101.1","2023-01-24","3.8",,"0.3","3.0","200.0",,"2.8","-1.6","  350","  280","7.6","10.3",,,,,,,,
"USW00014742","BURLINGTON INTERNATIONAL AIRPORT, VT US","44.46825","-73.1499","101.1","2023-01-25","2.4",,"8.9","84.0","200.0",,"0.0","-7.1","  120","  130","6.7","8.1","    1",,,,,,,
"USW00014742","BURLINGTON INTERNATIONAL AIRPORT, VT US","44.46825","-73.1499","101.1","2023-01-26","3.2",,"4.8","43.0","280.0",,"1.1","-3.8","  310","  310","9.8","13.9","    1","    1",,"    1",,"    1",,
"USW00014742","BURLINGTON INTERNATIONAL AIRPORT, VT US","44.46825","-73.1499","101.1","2023-01-27","3.4",,"0.0","0.0","280.0",,"1.7","-6.6","  190","  170","6.3","10.3",,,,,,,,
"USW00014742","BURLINGTON INTERNATIONAL AIRPORT, VT US","44.46825","-73.1499","101.1","2023-01-28","5.7",,"0.0","0.0","250.0",,"5.0","-0.5","  190","  190","11.2","16.1","    1",,,,,,,
"USW00014742","BURLINGTON INTERNATIONAL AIRPORT, VT US","44.46825","-73.1499","101.1","2023-01-29","3.1",,"1.0","13.0","250.0",,"4.4","-7.1","   10","  190","7.6","10.3","    1",,,,,,,
"USW00014742","BURLINGTON INTERNATIONAL AIRPORT, VT US","44.46825","-73.1499","101.1","2023-01-30","1.7",,"0.8","18.0","250.0",,"-5.5","-9.9","   20","   10","6.7","8.9","    1",,,,,,"    1",
"USW00014742","BURLINGTON INTERNATIONAL AIRPORT, VT US","44.46825","-73.1499","101.1","2023-01-31","3.2",,"0.8","43.0","280.0",,"-5.5","-13.8","  340","  340","9.4","10.7","    1",,,,,,"    1",
"USW00014742","BURLINGTON INTERNATIONAL AIRPORT, VT US","44.46825","-73.1499","101.1","2023-02-01","2.0",,"0.0","0.0","280.0",,"-4.9","-18.8","  210","  200","6.3","8.1",,,,,,,,
"USW00014742","BURLINGTON INTERNATIONAL AIRPORT, VT US","44.46825","-73.1499","101.1","2023-02-02","6.6",,"0.0","3.0","250.0",,"0.0","-7.1","  340","  340","13.4","17.4",,,,,,,,
"USW00014742","BURLINGTON INTERNATIONAL AIRPORT, VT US","44.46825","-73.1499","101.1","2023-02-03","9.3",,"0.0","0.0","230.0",,"-4.3","-25.5","  330","  330","14.3","17.4",,,,,,,"    1","    1"
"USW00014742","BURLINGTON INTERNATIONAL AIRPORT, VT US","44.46825","-73.1499","101.1","2023-02-04","5.5",,"0.0","0.0","230.0",,"-12.1","-26.0","  320","  190","11.6","14.3",,,,,,,"    1","    1"
"USW00014742","BURLINGTON INTERNATIONAL AIRPORT, VT US","44.46825","-73.1499","101.1","2023-02-05","6.6",,"0.0","0.0","230.0",,"3.9","-12.1","  190","  170","11.6","17.0",,,,,,,,
"USW00014742","BURLINGTON INTERNATIONAL AIRPORT, VT US","44.46825","-73.1499","101.1","2023-02-06","3.4",,"0.0","0.0","230.0",,"3.9","-9.9","  350","  350","9.4","11.2","    1",,,,,,"    1",
"USW00014742","BURLINGTON INTERNATIONAL AIRPORT, VT US","44.46825","-73.1499","101.1","2023-02-07","5.6",,"0.0","0.0","230.0",,"2.8","-14.3","  190","  180","14.3","22.4",,,,"    1","    1","    1",,
"USW00014742","BURLINGTON INTERNATIONAL AIRPORT, VT US","44.46825","-73.1499","101.1","2023-02-08","2.6",,"0.5","0.0","230.0",,"6.7","-2.1","  200","  210","9.4","12.5","    1",,,,,,,
"USW00014742","BURLINGTON INTERNATIONAL AIRPORT, VT US","44.46825","-73.1499","101.1","2023-02-09","3.0",,"11.7","5.0","200.0",,"5.6","-4.9","  180","  170","9.8","13.4","    1",,,,,,,
"USW00014742","BURLINGTON INTERNATIONAL AIRPORT, VT US","44.46825","-73.1499","101.1","2023-02-10","4.5",,"2.0","0.0","100.0",,"7.2","2.2","  250","  240","9.4","14.3","    1",,,,,,,
"USW00014742","BURLINGTON INTERNATIONAL AIRPORT, VT US","44.46825","-73.1499","101.1","2023-02-11","4.3",,"0.0","3.0","100.0",,"2.8","-3.8","  190","  290","9.8","13.4","    1",,,,,,,
"USW00014742","BURLINGTON INTERNATIONAL AIRPORT, VT US","44.46825","-73.1499","101.1","2023-02-12","2.6",,"0.0","0.0","100.0",,"7.2","-2.1","  200","  210","7.6","11.6",,,,,,,,
"USW00014742","BURLINGTON INTERNATIONAL AIRPORT, VT US","44.46825","-73.1499","101.1","2023-02-13","1.6",,"0.0","0.0","100.0",,"7.8","-4.3","  340","  180","5.4","6.3",,,,,,,,
"USW00014742","BURLINGTON INTERNATIONAL AIRPORT, VT US","44.46825","-73.1499","101.1","2023-02-14","2.4",,"0.0","0.0","100.0",,"7.8","-2.1","  310","  310","7.6","10.3",,,,,,,,
"USW00014742","BURLINGTON INTERNATIONAL AIRPORT, VT US","44.46825","-73.1499","101.1","2023-02-15","5.5",,"0.0","0.0","80.0",,"13.9","-2.1","  200","  190","13.0","17.4",,,,,,,,
"USW00014742","BURLINGTON INTERNATIONAL AIRPORT, VT US","44.46825","-73.1499","101.1","2023-02-16","3.8",,"0.0","0.0","0.0",,"13.3","1.7","  310","  310","11.2","16.1",,,,,,,,
"USW00014742","BURLINGTON INTERNATIONAL AIRPORT, VT US","44.46825","-73.1499","101.1","2023-02-17","5.4",,"2.5","20.0","0.0",,"1.7","-7.7","  330","  360","13.0","15.7","    1",,,"    1",,"    1","    1","    1"
"USW00014742","BURLINGTON INTERNATIONAL AIRPORT, VT US","44.46825","-73.1499","101.1","2023-02-18","3.0",,"0.0","0.0","30.0",,"0.6","-10.5","  200","  190","7.6","9.8",,,,,,,,
"USW00014742","BURLINGTON INTERNATIONAL AIRPORT, VT US","44.46825","-73.1499","101.1","2023-02-19","5.1",,"0.0","0.0","0.0",,"7.2","-0.5","  200","  190","11.6","16.1",,,,,,,,
"USW00014742","BURLINGTON INTERNATIONAL AIRPORT, VT US","44.46825","-73.1499","101.1","2023-02-20","4.9",,"0.0","0.0","0.0",,"7.8","-2.1","  190","  180","9.4","13.4",,,,,,,,
"USW00014742","BURLINGTON INTERNATIONAL AIRPORT, VT US","44.46825","-73.1499","101.1","2023-02-21","3.6",,"0.0","0.0","0.0",,"5.6","-8.2","  250","  250","8.9","12.1",,,,,,,"    1",
"USW00014742","BURLINGTON INTERNATIONAL AIRPORT, VT US","44.46825","-73.1499","101.1","2023-02-22","3.9",,"1.5","13.0","0.0",,"2.8","-6.6","  360","  350","8.1","11.2","    1",,,,,,,
"USW00014742","BURLINGTON INTERNATIONAL AIRPORT, VT US","44.46825","-73.1499","101.1","2023-02-23","3.2",,"13.7","157.0","150.0",,"-6.6","-8.8","  340","  330","6.3","8.5","    1",,,"    1","    1","    1","    1",
"USW00014742","BURLINGTON INTERNATIONAL AIRPORT, VT US","44.46825","-73.1499","101.1","2023-02-24","4.5",,"0.0","5.0","150.0",,"-8.2","-13.8","  350","  350","9.8","12.5","    1",,,,,,"    1","    1"
"USW00014742","BURLINGTON INTERNATIONAL AIRPORT, VT US","44.46825","-73.1499","101.1","2023-02-25","1.0",,"1.3","10.0","150.0",,"-10.5","-21.0","  190","  200","4.5","7.2","    1",,,,,,"    1",
"USW00014742","BURLINGTON INTERNATIONAL AIRPORT, VT US","44.46825","-73.1499","101.1","2023-02-26","2.1",,"1.0","28.0","130.0",,"-1.6","-17.7","  200","  210","8.1","11.2","    1",,,,,,,
"USW00014742","BURLINGTON INTERNATIONAL AIRPORT, VT US","44.46825","-73.1499","101.1","2023-02-27","2.0",,"0.0","3.0","150.0",,"-2.1","-8.2","  340","  350","6.7","8.9","    1",,,,,,,
"USW00014742","BURLINGTON INTERNATIONAL AIRPORT, VT US","44.46825","-73.1499","101.1","2023-02-28","4.7",,"5.1","74.0","130.0",,"2.2","-4.3","  200","  200","9.4","12.5","    1",,,"    1",,"    1",,
"USW00014742","BURLINGTON INTERNATIONAL AIRPORT, VT US","44.46825","-73.1499","101.1","2023-03-01","2.6",,"0.3","8.0","180.0",,"4.4","-2.1","  190","  210","7.2","9.8","    1",,,,,,,
"USW00014742","BURLINGTON INTERNATIONAL AIRPORT, VT US","44.46825","-73.1499","101.1","2023-03-02","3.9",,"0.3","5.0","150.0",,"3.9","0.6","  340","  330","8.9","10.7","    1",,,,,,,
"USW00014742","BURLINGTON INTERNATIONAL AIRPORT, VT US","44.46825","-73.1499","101.1","2023-03-03","2.6",,"0.8","8.0","130.0",,"0.6","-5.5","  330","  330","9.8","12.5","    1",,,,,,,"    1"
"USW00014742","BURLINGTON INTERNATIONAL AIRPORT, VT US","44.46825","-73.1499","101.1","2023-03-04","3.1",,"16.5","168.0","230.0",,"1.7","-1.0","  130","  140","6.7","8.9","    1","    1",,,,,,"    1"
"USW00014742","BURLINGTON INTERNATIONAL AIRPORT, VT US","44.46825","-73.1499","101.1","2023-03-05","1.4",,"0.0","0.0","250.0",,"4.4","-1.0","   20","   10","4.5","6.3","    1",,,,,,,
"USW00014742","BURLINGTON INTERNATIONAL AIRPORT, VT US","44.46825","-73.1499","101.1","2023-03-06","5.2",,"0.0","0.0","180.0",,"4.4","-2.1","  330","  340","10.7","13.4",,,,,,,,
"USW00014742","BURLINGTON INTERNATIONAL AIRPORT, VT US","44.46825","-73.1499","101.1","2023-03-07","6.2",,"0.0","5.0","180.0",,"-1.0","-4.3","  340","  320","10.3","13.0",,,,,,,,
"USW00014742","BURLINGTON INTERNATIONAL AIRPORT, VT US","44.46825","-73.1499","101.1","2023-03-08","3.6",,"0.3","3.0","180.0",,"0.0","-4.3","   20","   20","7.2","9.4","    1",,,,,,,
"USW00014742","BURLINGTON INTERNATIONAL AIRPORT, VT US","44.46825","-73.1499","101.1","2023-03-09","3.1",,"0.0","0.0","180.0",,"1.1","-4.9","  360","   20","6.7","8.9",,,,,,,,
"USW00014742","BURLINGTON INTERNATIONAL AIRPORT, VT US","44.46825","-73.1499","101.1","2023-03-10","2.6",,"0.0","0.0","150.0",,"1.1","-9.3","  340","  330","6.3","7.6",,,,,,,,
"USW00014742","BURLINGTON INTERNATIONAL AIRPORT, VT US","44.46825","-73.1499","101.1","2023-03-11","2.7",,"0.0","0.0","150.0",,"0.6","-5.5","  320","  340","6.3","7.2",,,,,,,,
"USW00014742","BURLINGTON INTERNATIONAL AIRPORT, VT US","44.46825","-73.1499","101.1","2023-03-12","1.1",,"0.0","0.0","150.0",,"7.8","-8.8","  320","  320","4.5","5.4",,,,,,,,
"USW00014742","BURLINGTON INTERNATIONAL AIRPORT, VT US","44.46825","-73.1499","101.1","2023-03-13","1.8",,"0.8","0.0","150.0",,"5.0","-1.6","  210","  200","5.4","6.7",,,,"    1",,,,
"USW00014742","BURLINGTON INTERNATIONAL AIRPORT, VT US","44.46825","-73.1499","101.1","2023-03-14","5.2",,"25.4","241.0","130.0",,"2.2","0.0","  360","   10","13.4","16.1","    1","    1",,,,,,
"USW00014742","BURLINGTON INTERNATIONAL AIRPORT, VT US","44.46825","-73.1499","101.1","2023-03-15","7.0",,"5.6","107.0","380.0",,"3.9","-1.0","  340","  350","13.4","17.9","    1",,,,,,,
"USW00014742","BURLINGTON INTERNATIONAL AIRPORT, VT US","44.46825","-73.1499","101.1","2023-03-16","1.1",,"0.5","8.0","300.0",,"2.8","-6.6","  330","  330","5.8","7.6","    1",,,,,,,
"USW00014742","BURLINGTON INTERNATIONAL AIRPORT, VT US","44.46825","-73.1499","101.1","2023-03-17","3.4",,"2.8","0.0","300.0",,"7.2","1.1","  190","  190","7.6","10.3","    1",,,,,,,
"USW00014742","BURLINGTON INTERNATIONAL AIRPORT, VT US","44.46825","-73.1499","101.1","2023-03-18","3.5",,"0.0","0.0","230.0",,"5.6","-1.6","  300","  300","8.9","12.1",,,,,,,"    1",
"USW00014742","BURLINGTON INTERNATIONAL AIRPORT, VT US","44.46825","-73.1499","101.1","2023-03-19","5.1",,"0.0","3.0","200.0",,"-0.5","-6.0","  280","  290","10.7","14.3","    1",,,,,,"    1","    1"
"USW00014742","BURLINGTON INTERNATIONAL AIRPORT, VT US","44.46825","-73.1499","101.1","2023-03-20","4.0",,"0.0","0.0","200.0",,"7.2","-5.5","  200","  200","8.9","12.1",,,,,,,,
"USW00014742","BURLINGTON INTERNATIONAL AIRPORT, VT US","44.46825","-73.1499","101.1","2023-03-21","3.4",,"0.0","0.0","180.0",,"7.8","-1.0","  190","  200","7.6","11.6",,,,,,,,
"USW00014742","BURLINGTON INTERNATIONAL AIRPORT, VT US","44.46825","-73.1499","101.1","2023-03-22",,,"0.0","0.0","150.0",,"6.1","-3.2",,,,,,,,,,,,
"USW00014742","BURLINGTON INTERNATIONAL AIRPORT, VT US","44.46825","-73.1499","101.1","2023-03-23","1.8",,"5.1","0.0","100.0",,"8.3","1.7","  190","  200","5.8","8.1","    1",,,,,,,
"USW00014742","BURLINGTON INTERNATIONAL AIRPORT, VT US","44.46825","-73.1499","101.1","2023-03-24",,,"0.3","0.0","30.0",,"6.1","-1.0",,,,,"    1",,,,,,,
"USW00014742","BURLINGTON INTERNATIONAL AIRPORT, VT US","44.46825","-73.1499","101.1","2023-03-25","4.0",,"1.3","8.0","0.0",,"4.4","-3.2","  160","  180","11.2","14.8","    1",,,,,,,
"USW00014742","BURLINGTON INTERNATIONAL AIRPORT, VT US","44.46825","-73.1499","101.1","2023-03-26","3.9",,"2.0","0.0","0.0",,"7.2","1.7","  270","  250","9.4","13.4","    1",,,,,,,
"USW00014742","BURLINGTON INTERNATIONAL AIRPORT, VT US","44.46825","-73.1499","101.1","2023-03-27","1.7",,"0.0","0.0","0.0",,"9.4","-2.1","   10","   10","5.4","6.7",,,,,,,,
"USW00014742","BURLINGTON INTERNATIONAL AIRPORT, VT US","44.46825","-73.1499","101.1","2023-03-28","3.0",,"0.0","0.0","0.0",,"7.2","-2.1","  350","  350","7.2","10.3",,,,,,,,
"USW00014742","BURLINGTON INTERNATIONAL AIRPORT, VT US","44.46825","-73.1499","101.1","2023-03-29","4.3",,"0.8","0.0","0.0",,"11.1","-4.3","  260","  250","11.2","14.8",,,,,,,,
"USW00014742","BURLINGTON INTERNATIONAL AIRPORT, VT US","44.46825","-73.1499","101.1","2023-03-30","5.7",,"0.0","0.0","0.0",,"2.8","-6.0","  310","  330","11.6","15.7",,,,,,,,
"USW00014742","BURLINGTON INTERNATIONAL AIRPORT, VT US","44.46825","-73.1499","101.1","2023-03-31","2.9",,"6.1","20.0","0.0",,"5.6","-6.0","  190","  180","8.9","13.0","    1",,,,,,,
"USW00014742","BURLINGTON INTERNATIONAL AIRPORT, VT US","44.46825","-73.1499","101.1","2023-04-01","5.4",,"5.6","0.0","0.0",,"20.0","1.7","  190","  200","13.0","17.0","    1",,,,,,,
"USW00014742","BURLINGTON INTERNATIONAL AIRPORT, VT US","44.46825","-73.1499","101.1","2023-04-02","6.4",,"0.0","0.0","0.0",,"3.9","-3.8","  330","  320","13.9","17.9",,,,,,,,
"USW00014742","BURLINGTON INTERNATIONAL AIRPORT, VT US","44.46825","-73.1499","101.1","2023-04-03","4.9",,"0.8","0.0","0.0",,"12.8","-4.3","  190","  200","13.9","18.8",,,,,,,,
"USW00014742","BURLINGTON INTERNATIONAL AIRPORT, VT US","44.46825","-73.1499","101.1","2023-04-04","1.9",,"0.0","0.0","0.0",,"10.6","2.2","  340","  350","5.4","5.8",,,,,,,,
"USW00014742","BURLINGTON INTERNATIONAL AIRPORT, VT US","44.46825","-73.1499","101.1","2023-04-05","4.5",,"14.2","0.0","0.0",,"10.0","1.7","  180","  180","13.4","17.9","    1",,"    1",,,,,
"USW00014742","BURLINGTON INTERNATIONAL AIRPORT, VT US","44.46825","-73.1499","101.1","2023-04-06","5.1",,"0.0","0.0","0.0",,"18.9","8.3","  180","  200","13.0","18.3",,,,,,,,
"USW00014742","BURLINGTON INTERNATIONAL AIRPORT, VT US","44.46825","-73.1499","101.1","2023-04-07","5.7",,"0.0","0.0","0.0",,"8.3","0.6","  330","  310","11.6","14.8",,,,,,,,
"USW00014742","BURLINGTON INTERNATIONAL AIRPORT, VT US","44.46825","-73.1499","101.1","2023-04-08","2.5",,"0.0","0.0","0.0",,"7.2","-2.1","  360","  360","8.1","11.6",,,,,,,,
"USW00014742","BURLINGTON INTERNATIONAL AIRPORT, VT US","44.46825","-73.1499","101.1","2023-04-09","1.1",,"0.0","0.0","0.0",,"12.2","-4.3","  360","   30","5.8","7.2",,,,,,,,
"USW00014742","BURLINGTON INTERNATIONAL AIRPORT, VT US","44.46825","-73.1499","101.1","2023-04-10","3.4",,"0.0","0.0","0.0",,"18.9","-2.1","  180","  200","7.2","9.8",,,,,,,,
"USW00014742","BURLINGTON INTERNATIONAL AIRPORT, VT US","44.46825","-73.1499","101.1","2023-04-11","5.5",,"0.0","0.0","0.0",,"21.1","10.6","  210","  200","10.3","14.8",,,,,,,,
"USW00014742","BURLINGTON INTERNATIONAL AIRPORT, VT US","44.46825","-73.1499","101.1","2023-04-12","4.0",,"0.0","0.0","0.0",,"17.8","7.8","  330","  320","11.2","14.8",,,,,,,,
"USW00014742","BURLINGTON INTERNATIONAL AIRPORT, VT US","44.46825","-73.1499","101.1","2023-04-13","2.2",,"0.0","0.0","0.0",,"31.1","7.8","  300","  310","7.2","9.8",,,,,,,,
"USW00014742","BURLINGTON INTERNATIONAL AIRPORT, VT US","44.46825","-73.1499","101.1","2023-04-14","3.1",,"0.0","0.0","0.0",,"25.0","12.2","  330","  330","6.7","8.5",,,,,,,,
"USW00014742","BURLINGTON INTERNATIONAL AIRPORT, VT US","44.46825","-73.1499","101.1","2023-04-15","2.8",,"0.0","0.0","0.0",,"29.4","8.3","  190","  200","8.1","11.2",,,,,,,,
"USW00014742","BURLINGTON INTERNATIONAL AIRPORT, VT US","44.46825","-73.1499","101.1","2023-04-16","4.1",,"0.0","0.0","0.0",,"28.3","15.0","  150","  220","7.2","10.3",,,,,,,,
"USW00014742","BURLINGTON INTERNATIONAL AIRPORT, VT US","44.46825","-73.1499","101.1","2023-04-17","3.6",,"15.7","0.0","0.0",,"17.8","8.3","  330","  330","9.8","11.2","    1",,,,,,,
"USW00014742","BURLINGTON INTERNATIONAL AIRPORT, VT US","44.46825","-73.1499","101.1","2023-04-18","3.3",,"2.0","0.0","0.0",,"10.0","5.0","  280","  270","8.1","11.2","    1",,,,,,,
"USW00014742","BURLINGTON INTERNATIONAL AIRPORT, VT US","44.46825","-73.1499","101.1","2023-04-19","3.4",,"0.3","0.0","0.0",,"10.0","2.2","  340","  280","7.6","9.8","    1",,,,,,,
"USW00014742","BURLINGTON INTERNATIONAL AIRPORT, VT US","44.46825","-73.1499","101.1","2023-04-20","2.9",,"0.0","0.0","0.0",,"11.1","2.8","  320","  290","7.2","9.8",,,,,,,,
"USW00014742","BURLINGTON INTERNATIONAL AIRPORT, VT US","44.46825","-73.1499","101.1","2023-04-21","2.7",,"0.0","0.0","0.0",,"25.6","5.0","  200","  130","8.9","11.2",,,,,,,,
"USW00014742","BURLINGTON INTERNATIONAL AIRPORT, VT US","44.46825","-73.1499","101.1","2023-04-22","6.9",,"0.3","0.0","0.0",,"18.9","10.0","  140","  120","10.7","13.9",,,,,,,,
"USW00014742","BURLINGTON INTERNATIONAL AIRPORT, VT US","44.46825","-73.1499","101.1","2023-04-23","3.6",,"19.3","0.0","0.0",,"11.7","7.2","  140","  130","9.8","12.1","    1",,,,,,,
"USW00014742","BURLINGTON INTERNATIONAL AIRPORT, VT US","44.46825","-73.1499","101.1","2023-04-24","1.8",,"3.3","0.0","0.0",,"10.0","6.1","  330","  320","4.5","5.8","    1",,,,,,"    1",
"USW00014742","BURLINGTON INTERNATIONAL AIRPORT, VT US","44.46825","-73.1499","101.1","2023-04-25","1.9",,"0.0","0.0","0.0",,"12.8","3.9","  280","  290","7.6","9.8","    1","    1",,,,,,
"USW00014742","BURLINGTON INTERNATIONAL AIRPORT, VT US","44.46825","-73.1499","101.1","2023-04-26","2.7",,"0.8","0.0","0.0",,"16.1","1.1","  320","  340","8.9","12.5","    1",,,,,,,
"USW00014742","BURLINGTON INTERNATIONAL AIRPORT, VT US","44.46825","-73.1499","101.1","2023-04-27","2.2",,"4.6","0.0","0.0",,"15.6","5.0","  300","  280","7.6","9.4","    1",,,,,,,
"USW00014742","BURLINGTON INTERNATIONAL AIRPORT, VT US","44.46825","-73.1499","101.1","2023-04-28","1.7",,"0.0","0.0","0.0",,"19.4","2.2","  290","  140","6.7","8.5",,,,,,,,
"USW00014742","BURLINGTON INTERNATIONAL AIRPORT, VT US","44.46825","-73.1499","101.1","2023-04-29","4.9",,"1.0","0.0","0.0",,"15.6","8.9","  160","  170","9.8","14.3","    1",,,,,,,
"USW00014742","BURLINGTON INTERNATIONAL AIRPORT, VT US","44.46825","-73.1499","101.1","2023-04-30","5.6",,"3.6","0.0","0.0",,"15.0","8.3","  130","  130","12.5","17.9",,,,,,,,
"USW00014742","BURLINGTON INTERNATIONAL AIRPORT, VT US","44.46825","-73.1499","101.1","2023-05-01","3.3",,"22.4","0.0","0.0",,"13.9","4.4","  130","  120","10.7","13.9","    1",,,,,,,
"USW00014742","BURLINGTON INTERNATIONAL AIRPORT, VT US","44.46825","-73.1499","101.1","2023-05-02","2.3",,"6.9","0.0","0.0",,"13.3","4.4","  210","  190","10.3","13.4","    1",,,,,,,
"USW00014742","BURLINGTON INTERNATIONAL AIRPORT, VT US","44.46825","-73.1499","101.1","2023-05-03","1.7",,"4.6","0.0","0.0",,"12.2","8.3","  150","  150","8.1","10.3",,,,,,,,
"USW00014742","BURLINGTON INTERNATIONAL AIRPORT, VT US","44.46825","-73.1499","101.1","2023-05-04","2.3",,"0.0","0.0","0.0",,"11.7","7.2","  320","  340","6.7","8.1",,,,,,,,
"USW00014742","BURLINGTON INTERNATIONAL AIRPORT, VT US","44.46825","-73.1499","101.1","2023-05-05","2.2",,"0.0","0.0","0.0",,"17.8","6.7","  340","  340","7.2","8.9",,,,,,,,
"USW00014742","BURLINGTON INTERNATIONAL AIRPORT, VT US","44.46825","-73.1499","101.1","2023-05-06","2.6",,"0.0","0.0","0.0",,"22.8","4.4","  340","  330","9.4","12.5",,,,,,,,
